Frequency	Magnitude	Phase
409.5595	7.3128	-350.9983
409.7157	7.4361	-339.5720
409.8719	11.5932	-353.3592
410.0281	9.2969	-337.1542
410.1843	8.2592	-342.2244
410.3405	7.8895	-346.7863
410.4967	7.9608	-344.1798
410.6529	9.6079	-348.1744
410.8091	10.1137	-345.6076
410.9653	7.7634	-345.2393
411.1215	10.1451	-344.0178
411.2777	10.0955	-342.0335
411.4339	9.7212	-346.3308
411.5901	8.0467	-337.9071
411.7463	9.4650	-336.7971
411.9025	8.9491	-343.8807
412.0587	8.1515	-341.8226
412.2149	9.2251	-347.4648
412.3711	7.3255	-343.1297
412.5273	8.1242	-343.8567
412.6835	7.1221	-345.8388
412.8397	7.1782	-350.2283
412.9959	7.3252	-343.4994
413.1521	7.4211	-347.3072
413.3083	8.0758	-342.6988
413.4645	6.3236	-348.8804
413.6207	9.1864	-341.3057
413.7769	7.8623	-347.0052
413.9331	9.6281	-352.9195
414.0893	7.7769	-338.7386
414.2455	7.3748	-349.0949
414.4017	8.6535	-352.0177
414.5580	8.0773	-347.2486
414.7142	10.2169	-348.0956
414.8704	7.9068	-339.4433
415.0266	8.3892	-344.2670
415.1828	8.5055	-345.8234
415.3390	11.7434	-345.7268
415.4952	8.1577	-353.9028
415.6514	10.8434	-349.2546
415.8076	7.0611	-348.4851
415.9638	8.1535	-343.3323
416.1200	8.1808	-345.9742
416.2762	9.7978	-353.8895
416.4324	9.9742	-341.9786
416.5886	7.7197	-347.2791
416.7448	5.7281	-345.8179
416.9010	8.4875	-343.7798
417.0572	8.0736	-346.7553
417.2134	8.5935	-355.2227
417.3696	5.9832	-345.2559
417.5258	7.1676	-356.0441
417.6820	7.3610	-344.2230
417.8382	8.0757	-348.4399
417.9944	9.6348	-346.8963
418.1506	8.3660	-349.3351
418.3068	7.6188	-341.7206
418.4630	7.8935	-346.0052
418.6192	8.8109	-347.1792
418.7754	7.5491	-352.7200
418.9316	8.2905	-346.9966
419.0878	8.3708	-347.1092
419.2440	6.1029	-340.7594
419.4002	6.0095	-346.6878
419.5564	7.5521	-346.2767
419.7126	10.9507	-353.8113
419.8688	6.9859	-351.4419
420.0250	10.1017	-349.7943
420.1812	8.1269	-357.0036
420.3374	10.6878	-347.4580
420.4936	10.0046	-355.3714
420.6498	7.1196	-352.2626
420.8060	6.5336	-344.8424
420.9622	7.2423	-355.2889
421.1184	8.3459	-344.0388
421.2746	10.0442	-353.7039
421.4308	8.2711	-345.5872
421.5870	11.4240	-348.8805
421.7432	9.5222	-348.7364
421.8994	8.1771	-349.7730
422.0556	7.1701	-350.3805
422.2118	5.3656	-345.7928
422.3680	9.0367	-351.2902
422.5242	6.8213	-349.8361
422.6804	8.3248	-345.6587
422.8366	7.8626	-349.2422
422.9928	6.8339	-356.8233
423.1490	5.8272	-355.6972
423.3052	7.4680	-348.4694
423.4614	7.5450	-353.0379
423.6176	8.2504	-350.0918
423.7738	8.8748	-353.9714
423.9300	8.6705	-356.3222
424.0862	7.9901	-351.1134
424.2424	6.7508	-342.6419
424.3986	8.2974	-354.1504
424.5548	7.0274	-340.9278
424.7110	6.1776	-350.8867
424.8672	7.5367	-356.8146
425.0234	10.5624	-360.0347
425.1796	8.6499	-350.0331
425.3358	5.0831	-349.5044
425.4920	8.4253	-349.7857
425.6482	10.2200	-351.7389
425.8044	9.5221	-353.8996
425.9606	6.7702	-350.9962
426.1168	6.7174	-348.5595
426.2730	6.5777	-352.7396
426.4292	7.4771	-348.4948
426.5854	8.6006	-352.8516
426.7416	7.1553	-354.2051
426.8978	7.3495	-348.2627
427.0540	8.2208	-351.1167
427.2102	6.9567	-357.7797
427.3664	6.9851	-349.1497
427.5226	7.1425	-359.2898
427.6789	8.0617	-359.2540
427.8351	7.6875	-346.3501
427.9913	6.5613	-343.1429
428.1475	6.8894	-353.3460
428.3037	8.2152	-355.1187
428.4599	9.9634	-353.2344
428.6161	7.0406	-352.8388
428.7723	10.6571	-356.3990
428.9285	7.0222	-353.7221
429.0847	8.7687	-349.3335
429.2409	7.5602	-354.7765
429.3971	8.3468	-348.5999
429.5533	9.0120	-354.4904
429.7095	7.5487	-354.4131
429.8657	6.6560	-349.8794
430.0219	5.9269	-351.1590
430.1781	8.2782	-356.4908
430.3343	9.7856	-359.3211
430.4905	7.5835	-353.0188
430.6467	5.6831	-354.0339
430.8029	6.8351	-352.7911
430.9591	9.0415	-353.6727
431.1153	7.8676	-350.4758
431.2715	8.2045	-353.3252
431.4277	7.3458	-365.5416
431.5839	9.0887	-355.9861
431.7401	8.2051	-357.3241
431.8963	7.8978	-360.7837
432.0525	8.6148	-352.2675
432.2087	6.9422	-357.1722
432.3649	9.1274	-355.0461
432.5211	8.8241	-356.8900
432.6773	8.8898	-352.3970
432.8335	7.9554	-359.6882
432.9897	9.2090	-351.9622
433.1459	9.7139	-351.7155
433.3021	7.2689	-359.6764
433.4583	7.7678	-354.4063
433.6145	8.2188	-351.5589
433.7707	5.0881	-355.1331
433.9269	10.0434	-351.1960
434.0831	9.1434	-355.0513
434.2393	8.5940	-356.8845
434.3955	6.5295	-358.6384
434.5517	8.5381	-359.9156
434.7079	6.9648	-354.3588
434.8641	9.1268	-365.3289
435.0203	9.0423	-356.8368
435.1765	8.0359	-359.4921
435.3327	8.6738	-359.6333
435.4889	9.3676	-358.1203
435.6451	10.0031	-352.1893
435.8013	6.7123	-357.1704
435.9575	10.3945	-356.6619
436.1137	8.4839	-349.3770
436.2699	9.0182	-357.9670
436.4261	6.6563	-343.4144
436.5823	6.6482	-356.5394
436.7385	8.0007	-358.1379
436.8947	8.4568	-358.6453
437.0509	9.1109	-353.0256
437.2071	9.1627	-358.2771
437.3633	8.8808	-351.1453
437.5195	9.2765	-359.8880
437.6757	6.5274	-350.2970
437.8319	9.2696	-352.4065
437.9881	9.1545	-352.9059
438.1443	7.4268	-355.9884
438.3005	8.7986	-353.8797
438.4567	6.7825	-364.4455
438.6129	9.0971	-354.7066
438.7691	8.6022	-357.7885
438.9253	6.5202	-356.3032
439.0815	8.8093	-352.0305
439.2377	7.6821	-355.7487
439.3939	10.2385	-359.4158
439.5501	8.0832	-353.0950
439.7063	8.9134	-363.5112
439.8625	7.9305	-352.1880
440.0187	8.6542	-355.8871
440.1749	7.9549	-358.8284
440.3311	8.1573	-353.9570
440.4873	8.8683	-359.0499
440.6435	9.7941	-362.2736
440.7998	11.3821	-362.3860
440.9560	7.6594	-353.0825
441.1122	10.6349	-350.5512
441.2684	9.0687	-353.4905
441.4246	10.9716	-353.3957
441.5808	8.5906	-356.1165
441.7370	7.9809	-352.1246
441.8932	8.7167	-352.9003
442.0494	8.0743	-360.3063
442.2056	11.6903	-356.5881
442.3618	9.4329	-364.1295
442.5180	9.1245	-349.7456
442.6742	10.1848	-356.4566
442.8304	10.7237	-365.7592
442.9866	9.3874	-356.9659
443.1428	9.5136	-356.7308
443.2990	10.5379	-367.1330
443.4552	13.4818	-358.7799
443.6114	8.7063	-360.4193
443.7676	9.4375	-358.2869
443.9238	9.5042	-362.7042
444.0800	9.1463	-358.0650
444.2362	9.8413	-351.8136
444.3924	7.7911	-356.8900
444.5486	7.6665	-363.8326
444.7048	11.5271	-355.6147
444.8610	9.1507	-353.2784
445.0172	9.2562	-363.3807
445.1734	11.1182	-352.5381
445.3296	10.5009	-362.7110
445.4858	11.9345	-349.3968
445.6420	9.0223	-349.1798
445.7982	11.6342	-354.9228
445.9544	9.3121	-361.1580
446.1106	10.6632	-358.2792
446.2668	7.9172	-359.3463
446.4230	9.6900	-354.4178
446.5792	11.4987	-358.6656
446.7354	10.7654	-359.5199
446.8916	9.4895	-359.0991
447.0478	11.0327	-357.5336
447.2040	11.3376	-367.0037
447.3602	11.5517	-364.0889
447.5164	10.6027	-360.0549
447.6726	10.7649	-362.5901
447.8288	11.4451	-365.4030
447.9850	12.0763	-358.9091
448.1412	10.7694	-358.8287
448.2974	9.9211	-364.2985
448.4536	8.9517	-360.7808
448.6098	10.7631	-351.3089
448.7660	11.3023	-356.6932
448.9222	10.4354	-362.6515
449.0784	10.3238	-364.3896
449.2346	11.2060	-360.7511
449.3908	10.9283	-359.9270
449.5470	12.4745	-359.8865
449.7032	10.7358	-365.0723
449.8594	11.0047	-356.1508
450.0156	11.3366	-356.5185
450.1718	9.9395	-362.1064
450.3280	10.1392	-355.7621
450.4842	11.9902	-362.7997
450.6404	9.7313	-366.0683
450.7966	11.1308	-361.8336
450.9528	10.3389	-363.7790
451.1090	10.7531	-357.5497
451.2652	12.1411	-367.5432
451.4214	11.6118	-358.0206
451.5776	12.1220	-360.5382
451.7338	12.0174	-355.3040
451.8900	13.2106	-358.0859
452.0462	11.5720	-358.5420
452.2024	13.1018	-364.9121
452.3586	11.9604	-361.2010
452.5148	10.8923	-362.0501
452.6710	10.7190	-354.9626
452.8272	14.5051	-357.9334
452.9834	12.0160	-360.8231
453.1396	12.3049	-359.8152
453.2958	14.1417	-359.1541
453.4520	12.1067	-364.3645
453.6082	12.8785	-353.3252
453.7644	11.7707	-357.5429
453.9206	13.6702	-360.2566
454.0769	11.7102	-360.5895
454.2331	13.0896	-366.3245
454.3893	14.8890	-369.6338
454.5455	14.2281	-361.3039
454.7017	11.4976	-366.4260
454.8579	13.4872	-367.0584
455.0141	12.9196	-365.7954
455.1703	14.8221	-363.5190
455.3265	14.0940	-362.8892
455.4827	14.5933	-359.0102
455.6389	14.3418	-361.8471
455.7951	14.1214	-369.4097
455.9513	13.9015	-352.4814
456.1075	14.0611	-364.1372
456.2637	11.9039	-360.3082
456.4199	13.2072	-363.7970
456.5761	12.9784	-368.0294
456.7323	15.7161	-361.7897
456.8885	14.7891	-366.1872
457.0447	13.9817	-357.1571
457.2009	14.7590	-368.4975
457.3571	15.4820	-361.2827
457.5133	13.9675	-369.1701
457.6695	14.7182	-363.1909
457.8257	15.3714	-367.5160
457.9819	15.4285	-367.6979
458.1381	16.1464	-360.3588
458.2943	14.5208	-364.8316
458.4505	15.6625	-362.4880
458.6067	16.4283	-365.4362
458.7629	16.5776	-366.8993
458.9191	17.6714	-356.5548
459.0753	16.1137	-360.3857
459.2315	17.3760	-365.6851
459.3877	17.4780	-368.6392
459.5439	13.7590	-365.0567
459.7001	17.0408	-364.2496
459.8563	16.3211	-364.6997
460.0125	17.9363	-364.9740
460.1687	15.0801	-364.5219
460.3249	17.3445	-368.5541
460.4811	15.0653	-359.9483
460.6373	16.3728	-362.7390
460.7935	17.1688	-364.4892
460.9497	18.7761	-364.3118
461.1059	16.2637	-361.7417
461.2621	21.2208	-360.4326
461.4183	17.0659	-364.4072
461.5745	18.1079	-366.8669
461.7307	17.9792	-364.9332
461.8869	18.9928	-362.3123
462.0431	17.7463	-368.4049
462.1993	18.2365	-365.8305
462.3555	16.8842	-373.9200
462.5117	19.0527	-366.3355
462.6679	20.3793	-370.8432
462.8241	17.9864	-364.8254
462.9803	19.3444	-367.1232
463.1365	19.3071	-360.6570
463.2927	20.0456	-359.0430
463.4489	20.3958	-370.9224
463.6051	18.8432	-367.1622
463.7613	20.4322	-368.0044
463.9175	21.8588	-364.2203
464.0737	20.6596	-374.3902
464.2299	18.1384	-360.1243
464.3861	19.6016	-369.2926
464.5423	20.0292	-360.2622
464.6985	19.7532	-367.8643
464.8547	19.5550	-364.3227
465.0109	19.7369	-364.0365
465.1671	21.5152	-367.6781
465.3233	19.9791	-370.1146
465.4795	20.3410	-364.8437
465.6357	21.9301	-358.4609
465.7919	20.8277	-368.5639
465.9481	21.8855	-369.7378
466.1043	18.6580	-366.5363
466.2605	21.5102	-362.7199
466.4167	21.4409	-368.8522
466.5729	21.1950	-361.3854
466.7291	20.2588	-369.5681
466.8853	21.1611	-369.0519
467.0415	22.3426	-371.1021
467.1978	22.8236	-372.0298
467.3540	24.6639	-367.6963
467.5102	21.7346	-370.1398
467.6664	20.5778	-354.5958
467.8226	21.6521	-368.8843
467.9788	20.8545	-373.7555
468.1350	21.1617	-363.5907
468.2912	21.7097	-372.6241
468.4474	21.5789	-365.9274
468.6036	24.4306	-368.2670
468.7598	21.3763	-363.9737
468.9160	22.5634	-365.9995
469.0722	24.4258	-366.6116
469.2284	23.8520	-366.0117
469.3846	23.4620	-370.1426
469.5408	24.0471	-366.1112
469.6970	23.9771	-371.1995
469.8532	25.3265	-371.3743
470.0094	23.6209	-373.1095
470.1656	24.6597	-371.9712
470.3218	22.2858	-372.0302
470.4780	26.3524	-367.7381
470.6342	24.6008	-363.8166
470.7904	25.4776	-363.4079
470.9466	27.9206	-366.3235
471.1028	26.3770	-372.7350
471.2590	23.9514	-373.4045
471.4152	25.1182	-368.6043
471.5714	25.6154	-371.7301
471.7276	25.7984	-362.8682
471.8838	27.1095	-361.9336
472.0400	25.9745	-371.3426
472.1962	26.4441	-371.0256
472.3524	25.8291	-364.6642
472.5086	26.6017	-369.9061
472.6648	27.4537	-366.8651
472.8210	25.5103	-372.8244
472.9772	29.7409	-360.9814
473.1334	28.1436	-364.5347
473.2896	28.0197	-378.5670
473.4458	28.4713	-370.3304
473.6020	29.6163	-363.6853
473.7582	28.1290	-370.7686
473.9144	27.4321	-375.5509
474.0706	30.1489	-370.3140
474.2268	27.7551	-365.5068
474.3830	27.7292	-370.4468
474.5392	27.5188	-366.3383
474.6954	29.0953	-369.1372
474.8516	26.6706	-372.4500
475.0078	30.3117	-370.1368
475.1640	29.0822	-368.6847
475.3202	27.8507	-371.2771
475.4764	29.2262	-368.6476
475.6326	28.3869	-371.8615
475.7888	31.1127	-366.7060
475.9450	32.4486	-375.7335
476.1012	27.4926	-369.6763
476.2574	30.3311	-371.8784
476.4136	29.1262	-362.6749
476.5698	28.8843	-367.3417
476.7260	29.3044	-372.4248
476.8822	30.5533	-367.4369
477.0384	30.3151	-377.3688
477.1946	32.8234	-372.4781
477.3508	32.2107	-368.0520
477.5070	31.6372	-366.0350
477.6632	30.2664	-377.4105
477.8194	31.7051	-368.2111
477.9756	30.6167	-373.2278
478.1318	32.0324	-371.1830
478.2880	31.7683	-365.1556
478.4442	33.2768	-371.2096
478.6004	31.8788	-368.7052
478.7566	30.4705	-371.3069
478.9128	35.2506	-374.2339
479.0690	31.7120	-375.1645
479.2252	32.1697	-372.8679
479.3814	33.8451	-365.0798
479.5376	32.3267	-372.2566
479.6938	34.5860	-376.4894
479.8500	32.4391	-370.8412
480.0062	33.7031	-377.9609
480.1624	33.4767	-374.6748
480.3187	34.6797	-373.7708
480.4749	33.6385	-376.0421
480.6311	33.2123	-369.7640
480.7873	35.0849	-371.2976
480.9435	35.6402	-378.1635
481.0997	37.4927	-375.7026
481.2559	34.2869	-371.4160
481.4121	34.2319	-372.7917
481.5683	34.3503	-370.7353
481.7245	33.4857	-365.0266
481.8807	32.3772	-374.0029
482.0369	37.3943	-371.0726
482.1931	35.0590	-373.8296
482.3493	37.4706	-379.5944
482.5055	35.7640	-380.8486
482.6617	32.9576	-374.0450
482.8179	37.5947	-374.7008
482.9741	36.8982	-375.0073
483.1303	36.1304	-378.5506
483.2865	37.2360	-364.6397
483.4427	36.9554	-377.2621
483.5989	37.0242	-372.7885
483.7551	36.5517	-362.3338
483.9113	37.3315	-374.0718
484.0675	34.5414	-374.8185
484.2237	34.2203	-373.8166
484.3799	37.3567	-380.4237
484.5361	37.3991	-375.6298
484.6923	39.1013	-374.6688
484.8485	37.0203	-381.3392
485.0047	37.4937	-377.5069
485.1609	37.9909	-368.4678
485.3171	35.3140	-366.6751
485.4733	38.8768	-375.9829
485.6295	36.8149	-374.0878
485.7857	36.0101	-376.9521
485.9419	40.2833	-371.8568
486.0981	37.6114	-380.1368
486.2543	41.4475	-376.9878
486.4105	38.9884	-367.2696
486.5667	37.3930	-370.0180
486.7229	37.5453	-378.5548
486.8791	38.3792	-376.1418
487.0353	38.6520	-371.8360
487.1915	37.8390	-376.9489
487.3477	40.4710	-375.6100
487.5039	40.6978	-379.0891
487.6601	36.5805	-368.3522
487.8163	39.2713	-376.9438
487.9725	40.9589	-371.3324
488.1287	39.3002	-380.5303
488.2849	37.8003	-375.6719
488.4411	39.6428	-371.5937
488.5973	40.2507	-375.2644
488.7535	38.1943	-365.6911
488.9097	39.1333	-373.6095
489.0659	40.7178	-379.3848
489.2221	41.1681	-370.0154
489.3783	40.4964	-376.2097
489.5345	41.8990	-373.2873
489.6907	41.5721	-374.2925
489.8469	42.6337	-379.3377
490.0031	41.7272	-376.8506
490.1593	39.4094	-378.4268
490.3155	42.4839	-378.6027
490.4717	41.4297	-377.9533
490.6279	40.8776	-375.1898
490.7841	42.4830	-371.4017
490.9403	44.9109	-374.9830
491.0965	40.1306	-381.0087
491.2527	41.7192	-379.5422
491.4089	43.5441	-380.9659
491.5651	42.1478	-370.4690
491.7213	42.0554	-376.6460
491.8775	42.8817	-368.4687
492.0337	44.1150	-383.4959
492.1899	41.5220	-380.4073
492.3461	44.6483	-381.5819
492.5023	42.1486	-374.4657
492.6585	41.7875	-377.9339
492.8147	42.8833	-381.2303
492.9709	41.0435	-375.6149
493.1271	41.6329	-380.0948
493.2833	41.2250	-373.5279
493.4396	43.2846	-372.9569
493.5958	43.5016	-378.0257
493.7520	43.7342	-373.4958
493.9082	45.0551	-377.5679
494.0644	41.8103	-376.1314
494.2206	43.7671	-382.2391
494.3768	43.7676	-377.6001
494.5330	43.3117	-380.0768
494.6892	43.4895	-377.9098
494.8454	43.2434	-374.1625
495.0016	43.4900	-379.7562
495.1578	41.6679	-381.8301
495.3140	43.6816	-378.5079
495.4702	42.6886	-371.3613
495.6264	45.5824	-379.0197
495.7826	42.6410	-376.6797
495.9388	42.2804	-379.3341
496.0950	42.2554	-377.5527
496.2512	42.0837	-380.7116
496.4074	42.5665	-376.6880
496.5636	44.5082	-368.6729
496.7198	44.5811	-378.5349
496.8760	43.3653	-374.6299
497.0322	43.4227	-377.2178
497.1884	43.4797	-375.6669
497.3446	42.6896	-378.9036
497.5008	43.6286	-381.4120
497.6570	41.9150	-378.5270
497.8132	42.2183	-364.7093
497.9694	43.4642	-376.7003
498.1256	43.1332	-376.7507
498.2818	44.1554	-382.0518
498.4380	45.1121	-376.6474
498.5942	43.1479	-375.6157
498.7504	41.7739	-382.3572
498.9066	44.6196	-392.2727
499.0628	44.0788	-371.9100
499.2190	42.2110	-378.6706
499.3752	42.7398	-377.5193
499.5314	43.1368	-376.7235
499.6876	45.2552	-380.2513
499.8438	41.0755	-381.4719
500.0000	42.4723	-382.5361
500.1562	44.0826	-377.7313
500.3124	44.0682	-379.7506
500.4686	44.0399	-386.5437
500.6248	42.7322	-388.3130
500.7810	43.0047	-380.0511
500.9372	44.0632	-377.7833
501.0934	45.0805	-381.1476
501.2496	43.8086	-373.5982
501.4058	45.2738	-387.5852
501.5620	43.2964	-385.9361
501.7182	43.1905	-379.1975
501.8744	43.2190	-384.3497
502.0306	44.3576	-392.7268
502.1868	44.6794	-385.7225
502.3430	44.8670	-393.0899
502.4992	40.9593	-391.2004
502.6554	43.9968	-380.4709
502.8116	44.1271	-389.9810
502.9678	43.3389	-390.0146
503.1240	42.7024	-392.9092
503.2802	42.9131	-382.6420
503.4364	42.9831	-388.6112
503.5926	42.5949	-391.3836
503.7488	43.6091	-394.8797
503.9050	42.7973	-400.2808
504.0612	42.6497	-391.6123
504.2174	42.7759	-396.0709
504.3736	45.4505	-386.5183
504.5298	43.7147	-391.6863
504.6860	40.6750	-396.4558
504.8422	41.4103	-394.6418
504.9984	42.5194	-390.1345
505.1546	43.6429	-393.0661
505.3108	44.7539	-395.9704
505.4670	41.2954	-391.1371
505.6232	42.2300	-396.3025
505.7794	42.5785	-395.5858
505.9356	42.0962	-390.4165
506.0918	41.9163	-398.2920
506.2480	40.1233	-399.7930
506.4042	42.0376	-404.0782
506.5604	41.3033	-405.0399
506.7167	41.7080	-400.5557
506.8729	41.3747	-398.6072
507.0291	42.5638	-397.6216
507.1853	41.5794	-399.6297
507.3415	40.3883	-395.2571
507.4977	40.3530	-404.5035
507.6539	39.9535	-404.4699
507.8101	39.4136	-403.3945
507.9663	40.8143	-404.0785
508.1225	40.4758	-400.5265
508.2787	41.1487	-402.2288
508.4349	40.6798	-409.5306
508.5911	40.0320	-401.1850
508.7473	40.0760	-405.5123
508.9035	40.7625	-401.3928
509.0597	39.5985	-406.3700
509.2159	39.4810	-411.4059
509.3721	39.9663	-407.1412
509.5283	39.1950	-406.5076
509.6845	40.2957	-410.8524
509.8407	41.4776	-414.9067
509.9969	41.1912	-404.5042
510.1531	39.0122	-417.8566
510.3093	39.0255	-403.6182
510.4655	37.1935	-409.2296
510.6217	39.0148	-410.0329
510.7779	37.2226	-410.2867
510.9341	39.8978	-403.9672
511.0903	37.5970	-406.8947
511.2465	39.2307	-409.1380
511.4027	38.9098	-404.2402
511.5589	36.9827	-413.5159
511.7151	38.9163	-415.2109
511.8713	35.7055	-411.2683
512.0275	38.8022	-417.1252
512.1837	36.2612	-416.0107
512.3399	37.2269	-419.3753
512.4961	38.3898	-405.6029
512.6523	38.6649	-410.6186
512.8085	35.7294	-415.0392
512.9647	37.8965	-421.2198
513.1209	38.2145	-418.5019
513.2771	36.8196	-414.4422
513.4333	37.0316	-419.3968
513.5895	37.7025	-414.6213
513.7457	35.6356	-413.1050
513.9019	36.3459	-409.9046
514.0581	36.0867	-425.4031
514.2143	37.6892	-417.5876
514.3705	36.4845	-420.1243
514.5267	38.7164	-414.2052
514.6829	36.0827	-426.8809
514.8391	32.9597	-423.9138
514.9953	37.1800	-423.1687
515.1515	33.6813	-425.4368
515.3077	36.7068	-431.1936
515.4639	37.2913	-426.3029
515.6201	36.1745	-425.9626
515.7763	35.3329	-422.0916
515.9325	37.5433	-424.3063
516.0887	35.4168	-422.1108
516.2449	35.2844	-426.7890
516.4011	35.3972	-430.7018
516.5573	33.6402	-431.7240
516.7135	33.0908	-430.4066
516.8697	32.8082	-425.1631
517.0259	34.4665	-424.5160
517.1821	34.9943	-427.6374
517.3383	35.4384	-430.0904
517.4945	35.7975	-432.9483
517.6507	33.6866	-429.7732
517.8069	33.9208	-427.7595
517.9631	31.9042	-436.6420
518.1193	33.9815	-426.7766
518.2755	33.7408	-434.9783
518.4317	29.8314	-433.0561
518.5879	32.2662	-429.1344
518.7441	31.3138	-439.2244
518.9003	32.0742	-429.7295
519.0565	30.3325	-434.2894
519.2127	31.8680	-433.5475
519.3689	31.9244	-434.3181
519.5251	30.7686	-436.4044
519.6813	31.1085	-430.4970
519.8376	30.2935	-437.6096
519.9938	32.4372	-438.0171
520.1500	32.3072	-431.0728
520.3062	30.5817	-434.6999
520.4624	31.8031	-434.7114
520.6186	31.2381	-440.1315
520.7748	29.8822	-433.7196
520.9310	30.2699	-435.4137
521.0872	30.7728	-437.4604
521.2434	27.5774	-446.9474
521.3996	29.5973	-437.0166
521.5558	28.5593	-443.2415
521.7120	29.7564	-438.8034
521.8682	29.4411	-433.9826
522.0244	29.2843	-450.1522
522.1806	30.3508	-444.9777
522.3368	30.7931	-443.1884
522.4930	29.2445	-442.4490
522.6492	29.7175	-443.4546
522.8054	27.1993	-444.0418
522.9616	27.7654	-448.6542
523.1178	27.6627	-440.7176
523.2740	28.3479	-453.0386
523.4302	29.3054	-452.3117
523.5864	28.1991	-447.2207
523.7426	28.6507	-454.6365
523.8988	26.9426	-447.5797
524.0550	27.4709	-442.1035
524.2112	26.4837	-454.4008
524.3674	27.6376	-450.3934
524.5236	26.9967	-454.6434
524.6798	26.1718	-451.6905
524.8360	25.8974	-454.5902
524.9922	25.9388	-444.3276
525.1484	27.7069	-446.7464
525.3046	26.1414	-452.8834
525.4608	23.5483	-448.2806
525.6170	26.2265	-454.5952
525.7732	28.9397	-448.8307
525.9294	25.0297	-443.3242
526.0856	25.9121	-456.0461
526.2418	22.8796	-460.0464
526.3980	26.4722	-449.8440
526.5542	25.7329	-446.6376
526.7104	23.4216	-451.9419
526.8666	22.7554	-453.9830
527.0228	24.0302	-452.6141
527.1790	26.3069	-444.9217
527.3352	23.9589	-447.2985
527.4914	25.3969	-447.5418
527.6476	24.8424	-455.5217
527.8038	23.2866	-447.0646
527.9600	26.0371	-443.3264
528.1162	24.1193	-454.6547
528.2724	23.3636	-451.5471
528.4286	25.1435	-453.8310
528.5848	24.1853	-447.0856
528.7410	22.3535	-445.6368
528.8972	22.6471	-449.8859
529.0534	23.0300	-451.0425
529.2096	23.0650	-450.2141
529.3658	20.3074	-454.1110
529.5220	21.5801	-449.9685
529.6782	22.0921	-443.5016
529.8344	22.2227	-442.9730
529.9906	21.7197	-452.6294
530.1468	22.6770	-450.4695
530.3030	21.6869	-443.5393
530.4592	21.5171	-448.3499
530.6154	19.8099	-446.3187
530.7716	19.5956	-447.9528
530.9278	22.0718	-446.9316
531.0840	20.1797	-449.7855
531.2402	22.6557	-448.9608
531.3964	19.6426	-454.5163
531.5526	20.1501	-456.1347
531.7088	19.5161	-446.8187
531.8650	19.0442	-443.7840
532.0212	19.6563	-452.7923
532.1774	19.6609	-451.7645
532.3336	19.2031	-456.7041
532.4898	19.8713	-451.8140
532.6460	20.9801	-454.8837
532.8022	18.5128	-452.7339
532.9585	17.1554	-454.9229
533.1147	17.9659	-446.1261
533.2709	17.7003	-458.5761
533.4271	19.0503	-450.8373
533.5833	19.8167	-453.0397
533.7395	17.0473	-463.6816
533.8957	16.8714	-452.7323
534.0519	18.7980	-453.7022
534.2081	16.2517	-448.4766
534.3643	18.3255	-455.1357
534.5205	19.4273	-448.1726
534.6767	16.5542	-452.8361
534.8329	16.9741	-449.5833
534.9891	16.3349	-449.3608
535.1453	15.6771	-452.9663
535.3015	18.3628	-443.6652
535.4577	15.8822	-452.8083
535.6139	16.8957	-450.7001
535.7701	15.5047	-450.5396
535.9263	17.4215	-455.5291
536.0825	15.8885	-452.7916
536.2387	14.7541	-452.5141
536.3949	14.8218	-454.5124
536.5511	15.5602	-453.9027
536.7073	14.5418	-452.5062
536.8635	14.5003	-457.4750
537.0197	15.3727	-451.3533
537.1759	14.1645	-453.4695
537.3321	12.3675	-448.9129
537.4883	16.4505	-460.4677
537.6445	13.2796	-456.0278
537.8007	13.8014	-451.3196
537.9569	13.8351	-451.5633
538.1131	14.2651	-450.5932
538.2693	14.5189	-451.4843
538.4255	12.1009	-459.4149
538.5817	13.4790	-458.9921
538.7379	14.1084	-454.3749
538.8941	12.1753	-452.8509
539.0503	12.1965	-455.4462
539.2065	12.7604	-456.6633
539.3627	10.7050	-459.4672
539.5189	12.4994	-450.6382
539.6751	11.3918	-448.8687
539.8313	12.7652	-451.2035
539.9875	9.2358	-454.8020
540.1437	11.8851	-457.7336
540.2999	12.0118	-453.3933
540.4561	13.4980	-456.4975
540.6123	12.7693	-456.0366
540.7685	10.2732	-450.6374
540.9247	11.9291	-458.4234
541.0809	13.1259	-453.3604
541.2371	9.7480	-452.7194
541.3933	11.8838	-451.2834
541.5495	11.0094	-449.3837
541.7057	11.8234	-450.7534
541.8619	12.1486	-448.8955
542.0181	10.2556	-460.8354
542.1743	11.2594	-457.0721
542.3305	12.8584	-452.0112
542.4867	10.1029	-452.3521
542.6429	8.2327	-461.8994
542.7991	9.3187	-451.0194
542.9553	12.0535	-448.6033
543.1115	10.6443	-452.0556
543.2677	10.8659	-448.4252
543.4239	9.7339	-452.9194
543.5801	9.5104	-447.9185
543.7363	10.9377	-456.2378
543.8925	10.2913	-455.0380
544.0487	10.4187	-447.9184
544.2049	10.4945	-462.0772
544.3611	10.9630	-458.8073
544.5173	7.4872	-447.3542
544.6735	8.8346	-455.9437
544.8297	12.5955	-449.8855
544.9859	8.1577	-456.8417
545.1421	8.4270	-458.9460
545.2983	9.2680	-453.1255
545.4545	10.4596	-459.8192
545.6107	11.2952	-454.2060
545.7669	8.4895	-458.7693
545.9231	9.8807	-455.1329
